Fecha;Hora;P;Q
2017-04-03;6:40;0;15,24492572
2017-04-03;6:45;0;15,23001528
2017-04-03;6:50;0;15,19962599
2017-04-03;6:55;0;15,24457321
2017-04-03;7:00;0;15,03337138
2017-04-03;7:05;0;15,08478156
2017-04-03;7:10;0;15,03564266
2017-04-03;7:15;0;15,05704787
2017-04-03;7:20;0;15,01974789
2017-04-03;7:25;0;15,03058569
2017-04-03;7:30;0;15,05110781
2017-04-03;7:35;0;14,91736434
2017-04-03;7:40;0;14,96496338
2017-04-03;7:45;0;14,92561028
2017-04-03;7:50;0;14,98733723
2017-04-03;7:55;0;14,82426266
2017-04-03;8:00;0;14,8223707
2017-04-03;8:05;0;14,76815744
2017-04-03;8:10;0;14,85873656
2017-04-03;8:15;0;14,74489665
2017-04-03;8:20;0;14,69329979
2017-04-03;8:25;0;14,71579482
2017-04-03;8:30;0;14,69619785
2017-04-03;8:35;0;14,65112783
2017-04-03;8:40;0;14,6740926
2017-04-03;8:45;0;14,62408549
2017-04-03;8:50;0;14,59238512
2017-04-03;8:55;0;14,71921761
2017-04-03;9:00;0;14,50154225
2017-04-03;9:05;0;14,55418629
2017-04-03;9:10;0;14,51503742
2017-04-03;9:15;0;14,49423337
2017-04-03;9:20;0;14,51123961
2017-04-03;9:25;0;14,54952085
2017-04-03;9:30;0;14,70432524
2017-04-03;9:35;0;14,67837581
2017-04-03;9:40;0;14,71662902
2017-04-03;9:45;0;14,58369479
2017-04-03;9:50;0;14,74008774
2017-04-03;9:55;0;14,63384433
2017-04-03;10:00;0;14,71221774
2017-04-03;10:05;0;14,69833155
2017-04-03;10:10;0;14,78002428
2017-04-03;10:15;0;14,76914286
2017-04-03;10:20;0;14,64393753
2017-04-03;10:25;0;14,66053886
2017-04-03;10:30;0;14,61523559
2017-04-03;10:35;0;14,79322119
2017-04-03;10:40;0;14,6137169
2017-04-03;10:45;0;14,59851576
2017-04-03;10:50;0;14,50570837
2017-04-03;10:55;0;14,64529555
2017-04-03;11:00;0;14,64291015
2017-04-03;11:05;0;14,67424152
2017-04-03;11:10;0;14,57273593
2017-04-03;11:15;0;14,65727285
2017-04-03;11:20;0;14,80532994
2017-04-03;11:25;0;14,71168196
2017-04-03;11:30;0;14,76273252
2017-04-03;11:35;0;14,82071741
2017-04-03;11:40;0;14,90462885
