Fecha;Hora;T;P_mm;Q_ls
21/02/2017;6:40;21/02/2017 6:40;0;16,75752811
21/02/2017;6:45;21/02/2017 6:45;0;17,00642229
21/02/2017;6:50;21/02/2017 6:50;0;16,57124285
21/02/2017;6:55;21/02/2017 6:55;0;16,105587
21/02/2017;7:00;21/02/2017 7:00;0;15,68261713
21/02/2017;7:05;21/02/2017 7:05;0;15,44884739
21/02/2017;7:10;21/02/2017 7:10;0;15,38064759
21/02/2017;7:15;21/02/2017 7:15;0;15,10766126
21/02/2017;7:20;21/02/2017 7:20;0,277668554;15,07840861
21/02/2017;7:25;21/02/2017 7:25;0;15,0265144
21/02/2017;7:30;21/02/2017 7:30;0;14,86137178
21/02/2017;7:35;21/02/2017 7:35;0;14,71957784
21/02/2017;7:40;21/02/2017 7:40;0;14,69564959
21/02/2017;7:45;21/02/2017 7:45;0;14,65838419
21/02/2017;7:50;21/02/2017 7:50;0;14,46277671
21/02/2017;7:55;21/02/2017 7:55;0;14,51813327
21/02/2017;8:00;21/02/2017 8:00;0;14,41016926
21/02/2017;8:05;21/02/2017 8:05;0;14,42178588
21/02/2017;8:10;21/02/2017 8:10;0;14,37358413
21/02/2017;8:15;21/02/2017 8:15;0;14,38527106
21/02/2017;8:20;21/02/2017 8:20;0;14,32716837
21/02/2017;8:25;21/02/2017 8:25;0;14,25050002
21/02/2017;8:30;21/02/2017 8:30;0;14,31543768
21/02/2017;8:35;21/02/2017 8:35;0;14,29340682
21/02/2017;8:40;21/02/2017 8:40;0;14,32793598
21/02/2017;8:45;21/02/2017 8:45;0;14,27139547
21/02/2017;8:50;21/02/2017 8:50;0;14,26153742
21/02/2017;8:55;21/02/2017 8:55;0;14,25589589
21/02/2017;9:00;21/02/2017 9:00;0;14,23468253
21/02/2017;9:05;21/02/2017 9:05;0;14,19003609
21/02/2017;9:10;21/02/2017 9:10;0;14,17399759
21/02/2017;9:15;21/02/2017 9:15;0;14,14748099
21/02/2017;9:20;21/02/2017 9:20;0;14,09461965
21/02/2017;9:25;21/02/2017 9:25;0;14,03969778
21/02/2017;9:30;21/02/2017 9:30;0;14,08642254
21/02/2017;9:35;21/02/2017 9:35;0;13,99423314
21/02/2017;9:40;21/02/2017 9:40;0;14,12476741
21/02/2017;9:45;21/02/2017 9:45;0;14,03393477
21/02/2017;9:50;21/02/2017 9:50;0;14,18097346
21/02/2017;9:55;21/02/2017 9:55;0;14,13834758
21/02/2017;10:00;21/02/2017 10:00;0;14,17946335
21/02/2017;10:05;21/02/2017 10:05;0;14,25415285
21/02/2017;10:10;21/02/2017 10:10;0;14,10927329
21/02/2017;10:15;21/02/2017 10:15;0;14,11237133
21/02/2017;10:20;21/02/2017 10:20;0;13,98748199
21/02/2017;10:25;21/02/2017 10:25;0;14,06927689
21/02/2017;10:30;21/02/2017 10:30;0;14,02425737
21/02/2017;10:35;21/02/2017 10:35;0;13,93230229
21/02/2017;10:40;21/02/2017 10:40;0;14,01232604
21/02/2017;10:45;21/02/2017 10:45;0;14,11605816
21/02/2017;10:50;21/02/2017 10:50;0;14,17064819
21/02/2017;10:55;21/02/2017 10:55;0;14,01332593
21/02/2017;11:00;21/02/2017 11:00;0;14,04169986
21/02/2017;11:05;21/02/2017 11:05;0;14,06024276
21/02/2017;11:10;21/02/2017 11:10;0;14,13238854
21/02/2017;11:15;21/02/2017 11:15;0;14,15167587
21/02/2017;11:20;21/02/2017 11:20;0;14,02658636
21/02/2017;11:25;21/02/2017 11:25;0;14,12559917
21/02/2017;11:30;21/02/2017 11:30;0;14,02032634
21/02/2017;11:35;21/02/2017 11:35;0;14,01081037
21/02/2017;11:40;21/02/2017 11:40;0;13,98130198
21/02/2017;11:45;21/02/2017 11:45;0;14,05822323
21/02/2017;11:50;21/02/2017 11:50;0;14,08983077
21/02/2017;11:55;21/02/2017 11:55;0;14,01672399
21/02/2017;12:00;21/02/2017 12:00;0;13,94565839
21/02/2017;12:05;21/02/2017 12:05;0;14,05670471
21/02/2017;12:10;21/02/2017 12:10;0;14,00795123
21/02/2017;12:15;21/02/2017 12:15;0;14,00595193
21/02/2017;12:20;21/02/2017 12:20;0;14,05762029
21/02/2017;12:25;21/02/2017 12:25;0;14,08772257
21/02/2017;12:30;21/02/2017 12:30;0;14,03255802
21/02/2017;12:35;21/02/2017 12:35;0;14,11902279
21/02/2017;12:40;21/02/2017 12:40;0;14,23186792
21/02/2017;12:45;21/02/2017 12:45;0;14,16723524
21/02/2017;12:50;21/02/2017 12:50;0;14,32486568
21/02/2017;12:55;21/02/2017 12:55;0;14,21536881
21/02/2017;13:00;21/02/2017 13:00;0;14,16604002
21/02/2017;13:05;21/02/2017 13:05;0;14,17594662
21/02/2017;13:10;21/02/2017 13:10;0;14,23386965
21/02/2017;13:15;21/02/2017 13:15;0;14,4343926
21/02/2017;13:20;21/02/2017 13:20;0;14,28406812
21/02/2017;13:25;21/02/2017 13:25;0;14,24067285
21/02/2017;13:30;21/02/2017 13:30;0;14,30541077
21/02/2017;13:35;21/02/2017 13:35;0;14,12877617
21/02/2017;13:40;21/02/2017 13:40;0;14,30134763
21/02/2017;13:45;21/02/2017 13:45;0;14,19204095
21/02/2017;13:50;21/02/2017 13:50;0;14,32996813
21/02/2017;13:55;21/02/2017 13:55;0;14,25926339
21/02/2017;14:00;21/02/2017 14:00;0;14,31357777
21/02/2017;14:05;21/02/2017 14:05;0;14,26894679
21/02/2017;14:10;21/02/2017 14:10;0;14,47205283
21/02/2017;14:15;21/02/2017 14:15;0;14,45395477
21/02/2017;14:20;21/02/2017 14:20;0;14,53133795
21/02/2017;14:25;21/02/2017 14:25;0;14,51711942
21/02/2017;14:30;21/02/2017 14:30;0;14,31457386
21/02/2017;14:35;21/02/2017 14:35;0;14,28098715
21/02/2017;14:40;21/02/2017 14:40;0;14,29439256
21/02/2017;14:45;21/02/2017 14:45;0;14,34810269
21/02/2017;14:50;21/02/2017 14:50;0;14,42787644
21/02/2017;14:55;21/02/2017 14:55;0;14,17603967
21/02/2017;15:00;21/02/2017 15:00;0;14,23808576
21/02/2017;15:05;21/02/2017 15:05;0;14,31995147
21/02/2017;15:10;21/02/2017 15:10;0;14,31302339
21/02/2017;15:15;21/02/2017 15:15;0;14,28862446
21/02/2017;15:20;21/02/2017 15:20;0;14,31478667
21/02/2017;15:25;21/02/2017 15:25;0;14,17736046
21/02/2017;15:30;21/02/2017 15:30;0;14,22307916
21/02/2017;15:35;21/02/2017 15:35;0;14,09427162
21/02/2017;15:40;21/02/2017 15:40;0;14,06834196
21/02/2017;15:45;21/02/2017 15:45;0;14,16122771
21/02/2017;15:50;21/02/2017 15:50;0;14,07995583
21/02/2017;15:55;21/02/2017 15:55;0;14,00453553
21/02/2017;16:00;21/02/2017 16:00;0;14,10119299
21/02/2017;16:05;21/02/2017 16:05;0;14,24863544
21/02/2017;16:10;21/02/2017 16:10;0;14,01987746
21/02/2017;16:15;21/02/2017 16:15;0;14,09290742
21/02/2017;16:20;21/02/2017 16:20;0;14,18369922
21/02/2017;16:25;21/02/2017 16:25;0;14,09875465
21/02/2017;16:30;21/02/2017 16:30;0;14,28047219
21/02/2017;16:35;21/02/2017 16:35;0;14,22647428
21/02/2017;16:40;21/02/2017 16:40;0;14,36399908
21/02/2017;16:45;21/02/2017 16:45;0;14,28374956
21/02/2017;16:50;21/02/2017 16:50;0;14,4907192
21/02/2017;16:55;21/02/2017 16:55;0;14,53191037
21/02/2017;17:00;21/02/2017 17:00;0;14,46488159
21/02/2017;17:05;21/02/2017 17:05;0;14,63885943
21/02/2017;17:10;21/02/2017 17:10;0;14,60928528
21/02/2017;17:15;21/02/2017 17:15;0;14,61578328
21/02/2017;17:20;21/02/2017 17:20;0;14,64921949
21/02/2017;17:25;21/02/2017 17:25;0;14,49038482
21/02/2017;17:30;21/02/2017 17:30;0;14,68741044
21/02/2017;17:35;21/02/2017 17:35;0;14,52731616
21/02/2017;17:40;21/02/2017 17:40;0;14,63903576
21/02/2017;17:45;21/02/2017 17:45;0;14,59228808
21/02/2017;17:50;21/02/2017 17:50;0;14,66008054
21/02/2017;17:55;21/02/2017 17:55;0;14,67797345
21/02/2017;18:00;21/02/2017 18:00;0;14,70137119
21/02/2017;18:05;21/02/2017 18:05;0;14,66016877
21/02/2017;18:10;21/02/2017 18:10;0;14,6214182
21/02/2017;18:15;21/02/2017 18:15;0;14,60612495
21/02/2017;18:20;21/02/2017 18:20;0;14,69966904
21/02/2017;18:25;21/02/2017 18:25;0;14,49005044
21/02/2017;18:30;21/02/2017 18:30;0;14,69915514
21/02/2017;18:35;21/02/2017 18:35;0;14,61638358
21/02/2017;18:40;21/02/2017 18:40;0;14,55134988
21/02/2017;18:45;21/02/2017 18:45;0;14,70344335
21/02/2017;18:50;21/02/2017 18:50;0;14,696072
21/02/2017;18:55;21/02/2017 18:55;0;14,54087032
21/02/2017;19:00;21/02/2017 19:00;0;14,67080233
21/02/2017;19:05;21/02/2017 19:05;0;14,58863448
21/02/2017;19:10;21/02/2017 19:10;0;14,66395357
21/02/2017;19:15;21/02/2017 19:15;0;14,62058607
21/02/2017;19:20;21/02/2017 19:20;0;14,52009974
21/02/2017;19:25;21/02/2017 19:25;0;14,50903537
21/02/2017;19:30;21/02/2017 19:30;0;14,69086225
21/02/2017;19:35;21/02/2017 19:35;0;14,62828811
21/02/2017;19:40;21/02/2017 19:40;0;14,60726963
21/02/2017;19:45;21/02/2017 19:45;0;14,48005057
21/02/2017;19:50;21/02/2017 19:50;0;14,47070671
21/02/2017;19:55;21/02/2017 19:55;0;14,63719406
21/02/2017;20:00;21/02/2017 20:00;0;14,43334976
21/02/2017;20:05;21/02/2017 20:05;0;14,38157323
21/02/2017;20:10;21/02/2017 20:10;0;14,47326942
21/02/2017;20:15;21/02/2017 20:15;0;14,45501162
21/02/2017;20:20;21/02/2017 20:20;0;14,49521249
21/02/2017;20:25;21/02/2017 20:25;0;14,508574
21/02/2017;20:30;21/02/2017 20:30;0;14,50866171
21/02/2017;20:35;21/02/2017 20:35;0;14,52347357
21/02/2017;20:40;21/02/2017 20:40;0;14,40396031
21/02/2017;20:45;21/02/2017 20:45;0;14,46726199
21/02/2017;20:50;21/02/2017 20:50;0;14,38482507
21/02/2017;20:55;21/02/2017 20:55;0;14,30780521
21/02/2017;21:00;21/02/2017 21:00;0;14,43492389
21/02/2017;21:05;21/02/2017 21:05;0;14,3844921
21/02/2017;21:10;21/02/2017 21:10;0;14,34523642
21/02/2017;21:15;21/02/2017 21:15;0;14,44104343
21/02/2017;21:20;21/02/2017 21:20;0;14,37451808
21/02/2017;21:25;21/02/2017 21:25;0;14,4105253
21/02/2017;21:30;21/02/2017 21:30;0;14,32548172
21/02/2017;21:35;21/02/2017 21:35;0;14,48378574
21/02/2017;21:40;21/02/2017 21:40;0;14,3687798
21/02/2017;21:45;21/02/2017 21:45;0;14,3858886
21/02/2017;21:50;21/02/2017 21:50;0;14,34636928
21/02/2017;21:55;21/02/2017 21:55;0;14,40477876
21/02/2017;22:00;21/02/2017 22:00;0;14,46349991
21/02/2017;22:05;21/02/2017 22:05;0;14,40411228
21/02/2017;22:10;21/02/2017 22:10;0;14,43583081
21/02/2017;22:15;21/02/2017 22:15;0;14,38590474
21/02/2017;22:20;21/02/2017 22:20;0;14,37540667
21/02/2017;22:25;21/02/2017 22:25;0;14,26796859
21/02/2017;22:30;21/02/2017 22:30;0;14,31926461
21/02/2017;22:35;21/02/2017 22:35;0;14,29892163
21/02/2017;22:40;21/02/2017 22:40;0;14,34089885
21/02/2017;22:45;21/02/2017 22:45;0;14,33827865
21/02/2017;22:50;21/02/2017 22:50;0;14,30786959
21/02/2017;22:55;21/02/2017 22:55;0;14,31462216
21/02/2017;23:00;21/02/2017 23:00;0;14,30837556
21/02/2017;23:05;21/02/2017 23:05;0;14,47276971
21/02/2017;23:10;21/02/2017 23:10;0;14,40166012
21/02/2017;23:15;21/02/2017 23:15;0;14,21517941
21/02/2017;23:20;21/02/2017 23:20;0;14,41903745
21/02/2017;23:25;21/02/2017 23:25;0;14,34579151
21/02/2017;23:30;21/02/2017 23:30;0;14,27335219
21/02/2017;23:35;21/02/2017 23:35;0;14,27183643
21/02/2017;23:40;21/02/2017 23:40;0;14,35288692
21/02/2017;23:45;21/02/2017 23:45;0;14,31814907
21/02/2017;23:50;21/02/2017 23:50;0;14,20355613
21/02/2017;23:55;21/02/2017 23:55;0;14,28987387
22/02/2017;0:00;22/02/2017 0:00;0;14,27478115
22/02/2017;0:05;22/02/2017 0:05;0;14,27208101
22/02/2017;0:10;22/02/2017 0:10;0;14,22298593
22/02/2017;0:15;22/02/2017 0:15;0;14,22449871
22/02/2017;0:20;22/02/2017 0:20;0;14,2385517
22/02/2017;0:25;22/02/2017 0:25;0;14,18422818
22/02/2017;0:30;22/02/2017 0:30;0;14,48132578
22/02/2017;0:35;22/02/2017 0:35;0;14,30911041
22/02/2017;0:40;22/02/2017 0:40;0;14,24679958
22/02/2017;0:45;22/02/2017 0:45;0;14,22373429
22/02/2017;0:50;22/02/2017 0:50;0;14,21843212
22/02/2017;0:55;22/02/2017 0:55;0;14,29669244
22/02/2017;1:00;22/02/2017 1:00;0;14,24224139
22/02/2017;1:05;22/02/2017 1:05;0;14,24586088
22/02/2017;1:10;22/02/2017 1:10;0;14,28825407
22/02/2017;1:15;22/02/2017 1:15;0;14,27189117
22/02/2017;1:20;22/02/2017 1:20;0;14,31947746
22/02/2017;1:25;22/02/2017 1:25;0;14,19042754
22/02/2017;1:30;22/02/2017 1:30;0;14,18270186
22/02/2017;1:35;22/02/2017 1:35;0;14,293816
22/02/2017;1:40;22/02/2017 1:40;0;14,35184092
22/02/2017;1:45;22/02/2017 1:45;0;14,34710525
22/02/2017;1:50;22/02/2017 1:50;0;14,21412316
22/02/2017;1:55;22/02/2017 1:55;0;14,23422319
22/02/2017;2:00;22/02/2017 2:00;0;14,15531111
22/02/2017;2:05;22/02/2017 2:05;0;14,20578348
22/02/2017;2:10;22/02/2017 2:10;0;14,25635916
22/02/2017;2:15;22/02/2017 2:15;0;14,34894198
22/02/2017;2:20;22/02/2017 2:20;0;14,25357421
22/02/2017;2:25;22/02/2017 2:25;0;14,21805326
22/02/2017;2:30;22/02/2017 2:30;0;14,2713538
22/02/2017;2:35;22/02/2017 2:35;0;14,29530093
22/02/2017;2:40;22/02/2017 2:40;0;14,19492813
22/02/2017;2:45;22/02/2017 2:45;0;14,23967019
22/02/2017;2:50;22/02/2017 2:50;0;14,19786372
22/02/2017;2:55;22/02/2017 2:55;0;14,23739164
22/02/2017;3:00;22/02/2017 3:00;0;14,17946036
22/02/2017;3:05;22/02/2017 3:05;0;14,29849328
22/02/2017;3:10;22/02/2017 3:10;0;14,1617467
22/02/2017;3:15;22/02/2017 3:15;0;14,1570472
22/02/2017;3:20;22/02/2017 3:20;0;14,06032592
22/02/2017;3:25;22/02/2017 3:25;0;14,23721811
22/02/2017;3:30;22/02/2017 3:30;0;14,13288795
22/02/2017;3:35;22/02/2017 3:35;0;14,18801889
22/02/2017;3:40;22/02/2017 3:40;0;14,17382152
22/02/2017;3:45;22/02/2017 3:45;0;14,35829547
22/02/2017;3:50;22/02/2017 3:50;0;14,10925434
22/02/2017;3:55;22/02/2017 3:55;0;14,22113293
22/02/2017;4:00;22/02/2017 4:00;0;14,14503506
22/02/2017;4:05;22/02/2017 4:05;0;14,28784198
22/02/2017;4:10;22/02/2017 4:10;0;14,19119744
22/02/2017;4:15;22/02/2017 4:15;0;14,19102424
22/02/2017;4:20;22/02/2017 4:20;0;14,09074461
22/02/2017;4:25;22/02/2017 4:25;0;14,31019989
22/02/2017;4:30;22/02/2017 4:30;0;14,2302103
22/02/2017;4:35;22/02/2017 4:35;0;14,15836697
22/02/2017;4:40;22/02/2017 4:40;0;14,2590094
22/02/2017;4:45;22/02/2017 4:45;0;14,25260314
22/02/2017;4:50;22/02/2017 4:50;0;14,13437923
22/02/2017;4:55;22/02/2017 4:55;0;14,11669798
22/02/2017;5:00;22/02/2017 5:00;0;14,16507889
22/02/2017;5:05;22/02/2017 5:05;0;14,05345441
22/02/2017;5:10;22/02/2017 5:10;0;14,04969089
22/02/2017;5:15;22/02/2017 5:15;0;14,16809744
22/02/2017;5:20;22/02/2017 5:20;0;14,04768816
22/02/2017;5:25;22/02/2017 5:25;0;14,10949732
22/02/2017;5:30;22/02/2017 5:30;0;14,03641791
22/02/2017;5:35;22/02/2017 5:35;0;14,12265322
22/02/2017;5:40;22/02/2017 5:40;0;14,1700395
22/02/2017;5:45;22/02/2017 5:45;0;14,1451215
22/02/2017;5:50;22/02/2017 5:50;0;14,1150351
22/02/2017;5:55;22/02/2017 5:55;0;14,21718631
22/02/2017;6:00;22/02/2017 6:00;0;13,92065412
22/02/2017;6:05;22/02/2017 6:05;0;14,04461421
22/02/2017;6:10;22/02/2017 6:10;0;13,95624514
22/02/2017;6:15;22/02/2017 6:15;0;14,02508275
22/02/2017;6:20;22/02/2017 6:20;0;14,0091517
22/02/2017;6:25;22/02/2017 6:25;0;14,0248406
22/02/2017;6:30;22/02/2017 6:30;0;14,07822518
22/02/2017;6:35;22/02/2017 6:35;0;14,08341101
22/02/2017;6:40;22/02/2017 6:40;0;14,10374979
22/02/2017;6:45;22/02/2017 6:45;0;14,15428941
22/02/2017;6:50;22/02/2017 6:50;0;14,0682015
22/02/2017;6:55;22/02/2017 6:55;0;14,12285789
22/02/2017;7:00;22/02/2017 7:00;0;14,02085529
22/02/2017;7:05;22/02/2017 7:05;0;13,99825881
22/02/2017;7:10;22/02/2017 7:10;0;13,91213471
22/02/2017;7:15;22/02/2017 7:15;0;13,87677937
22/02/2017;7:20;22/02/2017 7:20;0;13,89188549
22/02/2017;7:25;22/02/2017 7:25;0;13,84471058
22/02/2017;7:30;22/02/2017 7:30;0;13,97519997
22/02/2017;7:35;22/02/2017 7:35;0;13,87787501
22/02/2017;7:40;22/02/2017 7:40;0;13,81740315
22/02/2017;7:45;22/02/2017 7:45;0;13,86320487
22/02/2017;7:50;22/02/2017 7:50;0;13,8560788
22/02/2017;7:55;22/02/2017 7:55;0;13,84489713
22/02/2017;8:00;22/02/2017 8:00;0;14,03842916
22/02/2017;8:05;22/02/2017 8:05;0;13,7292958
22/02/2017;8:10;22/02/2017 8:10;0;13,76576508
22/02/2017;8:15;22/02/2017 8:15;0;13,79096282
22/02/2017;8:20;22/02/2017 8:20;0;13,72914158
22/02/2017;8:25;22/02/2017 8:25;0;13,7117534
22/02/2017;8:30;22/02/2017 8:30;0;13,60531656
22/02/2017;8:35;22/02/2017 8:35;0;13,5570628
22/02/2017;8:40;22/02/2017 8:40;0;13,78617982
22/02/2017;8:45;22/02/2017 8:45;0;13,73195217
22/02/2017;8:50;22/02/2017 8:50;0;13,63314431
22/02/2017;8:55;22/02/2017 8:55;0;13,63421321
22/02/2017;9:00;22/02/2017 9:00;0;13,58082081
22/02/2017;9:05;22/02/2017 9:05;0;13,60984107
22/02/2017;9:10;22/02/2017 9:10;0;13,59565666
22/02/2017;9:15;22/02/2017 9:15;0;13,82713097
22/02/2017;9:20;22/02/2017 9:20;0;13,67160795
22/02/2017;9:25;22/02/2017 9:25;0;13,7258687
22/02/2017;9:30;22/02/2017 9:30;0;13,70082421
22/02/2017;9:35;22/02/2017 9:35;0;13,46714925
22/02/2017;9:40;22/02/2017 9:40;0;13,48134068
22/02/2017;9:45;22/02/2017 9:45;0;13,49749783
22/02/2017;9:50;22/02/2017 9:50;0;13,5067279
22/02/2017;9:55;22/02/2017 9:55;0;13,49447804
22/02/2017;10:00;22/02/2017 10:00;0;13,53197398
22/02/2017;10:05;22/02/2017 10:05;0;13,65550092
22/02/2017;10:10;22/02/2017 10:10;0;13,57558886
22/02/2017;10:15;22/02/2017 10:15;0;13,66363781
22/02/2017;10:20;22/02/2017 10:20;0;13,66980587
22/02/2017;10:25;22/02/2017 10:25;0;13,62445695
22/02/2017;10:30;22/02/2017 10:30;0;13,63463638
22/02/2017;10:35;22/02/2017 10:35;0;13,70354659
22/02/2017;10:40;22/02/2017 10:40;0;13,63061486
22/02/2017;10:45;22/02/2017 10:45;0;13,63356746
22/02/2017;10:50;22/02/2017 10:50;0;13,62535625
22/02/2017;10:55;22/02/2017 10:55;0;13,58664516
22/02/2017;11:00;22/02/2017 11:00;0;13,72924227
22/02/2017;11:05;22/02/2017 11:05;0;13,70254376
22/02/2017;11:10;22/02/2017 11:10;0;13,68361057
22/02/2017;11:15;22/02/2017 11:15;0;13,65655515
22/02/2017;11:20;22/02/2017 11:20;0;13,6687197
22/02/2017;11:25;22/02/2017 11:25;0;13,68903603
22/02/2017;11:30;22/02/2017 11:30;0;13,65580842
22/02/2017;11:35;22/02/2017 11:35;0;13,61950674
22/02/2017;11:40;22/02/2017 11:40;0;13,62352639
22/02/2017;11:45;22/02/2017 11:45;0;13,6937148
22/02/2017;11:50;22/02/2017 11:50;0;13,70433261
22/02/2017;11:55;22/02/2017 11:55;0;13,80145339
22/02/2017;12:00;22/02/2017 12:00;0;13,72006368
22/02/2017;12:05;22/02/2017 12:05;0;13,88046234
22/02/2017;12:10;22/02/2017 12:10;0;13,75667329
22/02/2017;12:15;22/02/2017 12:15;0;13,79656733
22/02/2017;12:20;22/02/2017 12:20;0;13,82419234
22/02/2017;12:25;22/02/2017 12:25;0;13,76153549
22/02/2017;12:30;22/02/2017 12:30;0;13,66744839
22/02/2017;12:35;22/02/2017 12:35;0;13,8433919
22/02/2017;12:40;22/02/2017 12:40;0;14,05586584
22/02/2017;12:45;22/02/2017 12:45;0;14,06546961
22/02/2017;12:50;22/02/2017 12:50;0;14,00527079
22/02/2017;12:55;22/02/2017 12:55;0;14,19301615
22/02/2017;13:00;22/02/2017 13:00;0;14,25265131
22/02/2017;13:05;22/02/2017 13:05;0;14,14423463
22/02/2017;13:10;22/02/2017 13:10;0;14,44967622
22/02/2017;13:15;22/02/2017 13:15;0;14,18400699
22/02/2017;13:20;22/02/2017 13:20;0;14,18652436
22/02/2017;13:25;22/02/2017 13:25;0;14,10826648
22/02/2017;13:30;22/02/2017 13:30;0;14,03034335
22/02/2017;13:35;22/02/2017 13:35;0;14,16308272
22/02/2017;13:40;22/02/2017 13:40;0;14,22080214
22/02/2017;13:45;22/02/2017 13:45;0;14,31046095
22/02/2017;13:50;22/02/2017 13:50;0;14,12038545
22/02/2017;13:55;22/02/2017 13:55;0;14,16742129
22/02/2017;14:00;22/02/2017 14:00;0;14,32589143
22/02/2017;14:05;22/02/2017 14:05;0;14,10512107
22/02/2017;14:10;22/02/2017 14:10;0;14,27575008
22/02/2017;14:15;22/02/2017 14:15;0;14,3525836
22/02/2017;14:20;22/02/2017 14:20;0;14,35267077
22/02/2017;14:25;22/02/2017 14:25;0;14,03838788
22/02/2017;14:30;22/02/2017 14:30;0;14,2524842
22/02/2017;14:35;22/02/2017 14:35;0;14,20375848
22/02/2017;14:40;22/02/2017 14:40;0;14,45026298
22/02/2017;14:45;22/02/2017 14:45;0;14,33041667
22/02/2017;14:50;22/02/2017 14:50;0;14,23209307
22/02/2017;14:55;22/02/2017 14:55;0;14,02917716
22/02/2017;15:00;22/02/2017 15:00;0;14,11370818
22/02/2017;15:05;22/02/2017 15:05;0;14,04120282
22/02/2017;15:10;22/02/2017 15:10;0;14,24354014
22/02/2017;15:15;22/02/2017 15:15;0;13,92440418
22/02/2017;15:20;22/02/2017 15:20;0;14,26080751
22/02/2017;15:25;22/02/2017 15:25;0;14,31461915
22/02/2017;15:30;22/02/2017 15:30;0;14,36321423
22/02/2017;15:35;22/02/2017 15:35;0;14,24428911
22/02/2017;15:40;22/02/2017 15:40;0;14,26307214
22/02/2017;15:45;22/02/2017 15:45;0;14,46068872
22/02/2017;15:50;22/02/2017 15:50;0;14,4422651
22/02/2017;15:55;22/02/2017 15:55;0;14,52650995
22/02/2017;16:00;22/02/2017 16:00;0;14,48523996
22/02/2017;16:05;22/02/2017 16:05;0;14,49476455
22/02/2017;16:10;22/02/2017 16:10;0;14,49221586
22/02/2017;16:15;22/02/2017 16:15;0,277668554;14,62274641
22/02/2017;16:20;22/02/2017 16:20;0,277668554;14,56085069
22/02/2017;16:25;22/02/2017 16:25;0,277668554;14,70759483
22/02/2017;16:30;22/02/2017 16:30;0;14,80151201
22/02/2017;16:35;22/02/2017 16:35;0,833005663;15,18882692
22/02/2017;16:40;22/02/2017 16:40;0,277668554;15,77359269
22/02/2017;16:45;22/02/2017 16:45;0;15,54028256
22/02/2017;16:50;22/02/2017 16:50;0;15,35263531
22/02/2017;16:55;22/02/2017 16:55;0;15,34437016
22/02/2017;17:00;22/02/2017 17:00;0;15,31528974
22/02/2017;17:05;22/02/2017 17:05;0;15,13060595
22/02/2017;17:10;22/02/2017 17:10;0;14,96834907
22/02/2017;17:15;22/02/2017 17:15;0;14,82630577
22/02/2017;17:20;22/02/2017 17:20;0;14,81295409
22/02/2017;17:25;22/02/2017 17:25;0;14,69884099
22/02/2017;17:30;22/02/2017 17:30;0;14,79848883
22/02/2017;17:35;22/02/2017 17:35;0;14,65789103
22/02/2017;17:40;22/02/2017 17:40;0;14,69017849
22/02/2017;17:45;22/02/2017 17:45;0;14,60256402
22/02/2017;17:50;22/02/2017 17:50;0;14,62718172
22/02/2017;17:55;22/02/2017 17:55;0;14,66380003
22/02/2017;18:00;22/02/2017 18:00;0;14,7115308
22/02/2017;18:05;22/02/2017 18:05;0;14,58968071
22/02/2017;18:10;22/02/2017 18:10;0;14,53936113
22/02/2017;18:15;22/02/2017 18:15;0;14,56382957
22/02/2017;18:20;22/02/2017 18:20;0;14,54388594
22/02/2017;18:25;22/02/2017 18:25;0;14,65028453
22/02/2017;18:30;22/02/2017 18:30;0;14,53791699
22/02/2017;18:35;22/02/2017 18:35;0;14,49305999
22/02/2017;18:40;22/02/2017 18:40;0;14,47733476
22/02/2017;18:45;22/02/2017 18:45;0;14,64121397
22/02/2017;18:50;22/02/2017 18:50;0;14,49110881
22/02/2017;18:55;22/02/2017 18:55;0;14,65850864
22/02/2017;19:00;22/02/2017 19:00;0;14,55565233
22/02/2017;19:05;22/02/2017 19:05;0;14,64147848
22/02/2017;19:10;22/02/2017 19:10;0;14,3770841
22/02/2017;19:15;22/02/2017 19:15;0;14,62283451
22/02/2017;19:20;22/02/2017 19:20;0;14,61539837
22/02/2017;19:25;22/02/2017 19:25;0;14,50012574
22/02/2017;19:30;22/02/2017 19:30;0;14,58900933
22/02/2017;19:35;22/02/2017 19:35;0;14,31790102
22/02/2017;19:40;22/02/2017 19:40;0;14,42555486
22/02/2017;19:45;22/02/2017 19:45;0;14,40428396
22/02/2017;19:50;22/02/2017 19:50;0;14,40894311
22/02/2017;19:55;22/02/2017 19:55;0;14,41225357
22/02/2017;20:00;22/02/2017 20:00;0;14,34842561
22/02/2017;20:05;22/02/2017 20:05;0;14,49666078
22/02/2017;20:10;22/02/2017 20:10;0;14,43388104
22/02/2017;20:15;22/02/2017 20:15;0;14,46360063
22/02/2017;20:20;22/02/2017 20:20;0;14,41854237
22/02/2017;20:25;22/02/2017 20:25;0;14,24776742
22/02/2017;20:30;22/02/2017 20:30;0;14,32081246
22/02/2017;20:35;22/02/2017 20:35;0;14,30418321
22/02/2017;20:40;22/02/2017 20:40;0;14,24828823
22/02/2017;20:45;22/02/2017 20:45;0;14,25208224
22/02/2017;20:50;22/02/2017 20:50;0;14,33916293
22/02/2017;20:55;22/02/2017 20:55;0;14,2381951
22/02/2017;21:00;22/02/2017 21:00;0;14,16742129
22/02/2017;21:05;22/02/2017 21:05;0;14,22339394
22/02/2017;21:10;22/02/2017 21:10;0;14,21153885
22/02/2017;21:15;22/02/2017 21:15;0;14,21431908
22/02/2017;21:20;22/02/2017 21:20;0;14,05706219
